expected_class,predicted_common,predicted_scientific,count,match_level,review_decision
white-nosed_coati,white-tailed deer,odocoileus virginianus,13,class,different
white-nosed_coati,eastern gray squirrel,sciurus carolinensis,7,class,different
white-nosed_coati,yellow-throated marten,martes flavigula,4,order,lookalike
white-nosed_coati,fisher,pekania pennanti,4,order,lookalike
white-nosed_coati,domestic cat,felis catus,3,order,lookalike
white-nosed_coati,domestic cattle,bos taurus,2,class,different
white-nosed_coati,canis species,canis,2,order,skip
white-nosed_coati,red squirrel,tamiasciurus hudsonicus,2,class,different
white-nosed_coati,jaguarundi,herpailurus yagouaroundi,1,order,lookalike
white-nosed_coati,mule deer,odocoileus hemionus,1,class,different
white-nosed_coati,arizona black-tailed prairie dog,cynomys ludovicianus,1,class,different
white-nosed_coati,american black bear,ursus americanus,1,order,lookalike
white-nosed_coati,golden mantled ground squirrel,callospermophilus lateralis,1,class,different
white-nosed_coati,red panda,ailurus fulgens,1,order,lookalike
white-nosed_coati,brown bear,ursus arctos,1,order,lookalike
white-nosed_coati,domestic dog,canis familiaris,1,order,lookalike
white-nosed_coati,northern palawan tree squirrel,sundasciurus juvencus,1,class,different
white-nosed_coati,eastern fox squirrel,sciurus niger,1,class,different
white-nosed_coati,red fox,vulpes vulpes,1,order,lookalike
white-nosed_coati,wild boar,sus scrofa,1,class,different
white-nosed_coati,american marten,martes americana,1,order,lookalike
cebus_species,yellow-throated marten,martes flavigula,11,class,different
cebus_species,blue monkey,cercopithecus mitis,8,order,lookalike
cebus_species,domestic cattle,bos taurus,3,class,different
cebus_species,stump-tailed macaque,macaca arctoides,3,order,lookalike
cebus_species,domestic cat,felis catus,2,class,different
cebus_species,southern pig-tailed macaque,macaca nemestrina,1,order,lookalike
cebus_species,takin,budorcas taxicolor,1,class,different
cebus_species,giant panda,ailuropoda melanoleuca,1,class,different
cebus_species,grey-cheeked mangabey,lophocebus albigena,1,order,lookalike
cebus_species,red-shanked douc langur,pygathrix nemaeus,1,order,lookalike
cebus_species,macaque species,macaca,1,order,skip
cebus_species,american black bear,ursus americanus,1,class,different
cebus_species,puma,puma concolor,1,class,different
cebus_species,black-and-gold howler monkey,alouatta caraya,1,order,lookalike
cebus_species,nutria,myocastor coypus,1,class,different
cebus_species,angolan colobus,colobus angolensis,1,order,lookalike
cebus_species,chacma baboon,papio ursinus,1,order,lookalike
nyala,white-tailed deer,odocoileus virginianus,33,order,lookalike
nyala,chital,axis axis,5,order,lookalike
nyala,mule deer,odocoileus hemionus,2,order,lookalike
nyala,red deer,cervus elaphus,2,order,lookalike
nyala,sika deer,cervus nippon,1,order,lookalike
nyala,human,homo sapiens,1,class,skip
nyala,baboon species,papio,1,class,skip
asiatic_wild_ass,pronghorn,antilocapra americana,17,class,different
asiatic_wild_ass,impala,aepyceros melampus,13,class,different
asiatic_wild_ass,domestic cattle,bos taurus,9,class,different
asiatic_wild_ass,springbok,antidorcas marsupialis,5,class,different
asiatic_wild_ass,wild goat,capra aegagrus,5,class,different
asiatic_wild_ass,dromedary camel,camelus dromedarius,3,class,different
asiatic_wild_ass,thomson's gazelle,eudorcas thomsonii,2,class,different
asiatic_wild_ass,giraffe,giraffa camelopardalis,2,class,different
asiatic_wild_ass,domestic sheep,ovis aries,1,class,different
asiatic_wild_ass,domestic dog,canis familiaris,1,class,different
asiatic_wild_ass,common eland,tragelaphus oryx,1,class,different
asiatic_wild_ass,grant's gazelle,nanger granti,1,class,different
asiatic_wild_ass,coyote,canis latrans,1,class,different
asiatic_wild_ass,red deer,cervus elaphus,1,class,different
nilgai,white-tailed deer,odocoileus virginianus,17,order,lookalike
nilgai,red deer,cervus elaphus,8,order,lookalike
nilgai,domestic horse,equus caballus,3,class,different
nilgai,elk,cervus canadensis,3,order,lookalike
nilgai,mule deer,odocoileus hemionus,2,order,lookalike
nilgai,plains zebra,equus quagga,2,class,different
nilgai,pronghorn,antilocapra americana,2,order,lookalike
nilgai,odocoileus species,odocoileus,1,order,skip
nilgai,human,homo sapiens,1,class,skip
vervet_monkey,eastern gray squirrel,sciurus carolinensis,15,class,different
vervet_monkey,white-tailed deer,odocoileus virginianus,7,class,different
vervet_monkey,domestic cattle,bos taurus,2,class,different
vervet_monkey,brush-tailed rock wallaby,petrogale penicillata,2,class,different
vervet_monkey,arizona black-tailed prairie dog,cynomys ludovicianus,2,class,different
vervet_monkey,impala,aepyceros melampus,2,class,different
vervet_monkey,white-tailed antelope squirrel,ammospermophilus leucurus,1,class,different
vervet_monkey,western gray kangaroo,macropus fuliginosus,1,class,different
vervet_monkey,swamp wallaby,wallabia bicolor,1,class,different
vervet_monkey,northern raccoon,procyon lotor,1,class,different
vervet_monkey,guenther's dik-dik,madoqua guentheri,1,class,different
vervet_monkey,douglas's squirrel,tamiasciurus douglasii,1,class,different
vervet_monkey,wild boar,sus scrofa,1,class,different
vervet_monkey,domestic cat,felis catus,1,class,different
vervet_monkey,common warthog,phacochoerus africanus,1,class,different
vervet_monkey,capybara,hydrochoerus hydrochaeris,1,class,different
vervet_monkey,eastern fox squirrel,sciurus niger,1,class,different
northern_chamois,white-tailed deer,odocoileus virginianus,10,order,lookalike
northern_chamois,red deer,cervus elaphus,10,order,lookalike
northern_chamois,elk,cervus canadensis,3,order,lookalike
northern_chamois,wild boar,sus scrofa,3,order,lookalike
northern_chamois,mule deer,odocoileus hemionus,3,order,lookalike
northern_chamois,domestic horse,equus caballus,2,class,different
northern_chamois,domestic dog,canis familiaris,2,class,different
northern_chamois,european roe deer,capreolus capreolus,2,order,lookalike
northern_chamois,red fox,vulpes vulpes,1,class,different
northern_chamois,common warthog,phacochoerus africanus,1,order,lookalike
gorilla_species,domestic cattle,bos taurus,16,class,different
gorilla_species,american black bear,ursus americanus,5,class,lookalike
gorilla_species,common wildebeest,connochaetes taurinus,3,class,different
gorilla_species,hylobatidae family,,2,order,skip
gorilla_species,american bison,bison bison,1,class,different
gorilla_species,wild boar,sus scrofa,1,class,different
gorilla_species,white-tailed deer,odocoileus virginianus,1,class,different
gorilla_species,stump-tailed macaque,macaca arctoides,1,order,lookalike
gorilla_species,red-shanked douc langur,pygathrix nemaeus,1,order,lookalike
gorilla_species,spectacled bear,tremarctos ornatus,1,class,lookalike
gorilla_species,lion,panthera leo,1,class,different
gorilla_species,common warthog,phacochoerus africanus,1,class,different
gorilla_species,giant otter,pteronura brasiliensis,1,class,different
gorilla_species,domestic horse,equus caballus,1,class,different
eulemur_species,black-and-gold howler monkey,alouatta caraya,7,order,lookalike
eulemur_species,south american coati,nasua nasua,6,class,different
eulemur_species,eastern fox squirrel,sciurus niger,4,class,different
eulemur_species,common squirrel monkey,saimiri sciureus,3,order,lookalike
eulemur_species,swamp wallaby,wallabia bicolor,2,class,different
eulemur_species,maroon leaf monkey,presbytis rubicunda,1,order,lookalike
eulemur_species,blue monkey,cercopithecus mitis,1,order,lookalike
eulemur_species,eastern gray squirrel,sciurus carolinensis,1,class,different
eulemur_species,koala,phascolarctos cinereus,1,class,different
eulemur_species,american black bear,ursus americanus,1,class,different
eulemur_species,lion,panthera leo,1,class,different
eulemur_species,domestic cattle,bos taurus,1,class,different
eulemur_species,sciuridae family,,1,class,skip
eulemur_species,vervet monkey,chlorocebus pygerythrus,1,order,lookalike
eulemur_species,sambar,rusa unicolor,1,class,different
eulemur_species,woodchuck,marmota monax,1,class,different
eulemur_species,tayra,eira barbara,1,class,different
eulemur_species,douglas's squirrel,tamiasciurus douglasii,1,class,different
eulemur_species,dhole,cuon alpinus,1,class,different
eulemur_species,roosevelts' muntjac,muntiacus rooseveltorum,1,class,different
eulemur_species,yellow-bellied marmot,marmota flaviventris,1,class,different
kob,white-tailed deer,odocoileus virginianus,30,order,lookalike
kob,pampas deer,ozotoceros bezoarticus,3,order,lookalike
kob,giraffe,giraffa camelopardalis,1,order,lookalike
kob,european roe deer,capreolus capreolus,1,order,lookalike
kob,red deer,cervus elaphus,1,order,lookalike
reedbuck_genus,white-tailed deer,odocoileus virginianus,27,order,lookalike
reedbuck_genus,european roe deer,capreolus capreolus,3,order,lookalike
reedbuck_genus,mule deer,odocoileus hemionus,2,order,lookalike
reedbuck_genus,red deer,cervus elaphus,1,order,lookalike
reedbuck_genus,common fallow deer,dama dama,1,order,lookalike
reedbuck_genus,sika deer,cervus nippon,1,order,lookalike
moose,domestic cattle,bos taurus,21,order,different
moose,domestic dog,canis familiaris,4,class,different
moose,common wildebeest,connochaetes taurinus,2,order,lookalike
moose,pronghorn,antilocapra americana,1,order,lookalike
moose,american bison,bison bison,1,order,lookalike
moose,wild goat,capra aegagrus,1,order,lookalike
moose,dromedary camel,camelus dromedarius,1,order,lookalike
moose,american black bear,ursus americanus,1,class,different
sable_antelope,white-tailed deer,odocoileus virginianus,12,order,lookalike
sable_antelope,red deer,cervus elaphus,9,order,lookalike
sable_antelope,domestic horse,equus caballus,7,class,different
sable_antelope,domestic donkey,equus asinus,5,class,different
sable_antelope,pronghorn,antilocapra americana,2,order,lookalike
sable_antelope,common warthog,phacochoerus africanus,2,order,lookalike
sable_antelope,plains zebra,equus quagga,2,class,different
sable_antelope,domestic dog,canis familiaris,1,class,different
sable_antelope,mule deer,odocoileus hemionus,1,order,lookalike
arizona_black-tailed_prairie_dog,white-tailed deer,odocoileus virginianus,8,class,different
arizona_black-tailed_prairie_dog,domestic cattle,bos taurus,6,class,different
arizona_black-tailed_prairie_dog,red deer,cervus elaphus,3,class,different
arizona_black-tailed_prairie_dog,domestic goat,capra aegagrus hircus,2,class,different
arizona_black-tailed_prairie_dog,red fox,vulpes vulpes,2,class,different
arizona_black-tailed_prairie_dog,fossa,cryptoprocta ferox,1,class,different
arizona_black-tailed_prairie_dog,culpeo,lycalopex culpaeus,1,class,different
arizona_black-tailed_prairie_dog,lion,panthera leo,1,class,different
arizona_black-tailed_prairie_dog,mule deer,odocoileus hemionus,1,class,different
arizona_black-tailed_prairie_dog,nine-banded armadillo,dasypus novemcinctus,1,class,different
arizona_black-tailed_prairie_dog,domestic cat,felis catus,1,class,different
arizona_black-tailed_prairie_dog,capybara,hydrochoerus hydrochaeris,1,order,lookalike
arizona_black-tailed_prairie_dog,puma,puma concolor,1,class,different
bornean_orangutan,domestic cattle,bos taurus,9,class,different
bornean_orangutan,southern pig-tailed macaque,macaca nemestrina,7,order,lookalike
bornean_orangutan,eurasian red squirrel,sciurus vulgaris,3,class,different
bornean_orangutan,eastern fox squirrel,sciurus niger,3,class,different
bornean_orangutan,domestic horse,equus caballus,3,class,different
bornean_orangutan,eastern gray squirrel,sciurus carolinensis,2,class,different
bornean_orangutan,domestic goat,capra aegagrus hircus,2,class,different
bornean_orangutan,stump-tailed macaque,macaca arctoides,2,order,lookalike
bornean_orangutan,american bison,bison bison,1,class,different
bornean_orangutan,common wildebeest,connochaetes taurinus,1,class,different
bornean_orangutan,domestic dog,canis familiaris,1,class,different
saguinus_species,common long-tailed macaque,macaca fascicularis,7,order,lookalike
saguinus_species,blue monkey,cercopithecus mitis,5,order,lookalike
saguinus_species,domestic cattle,bos taurus,4,class,different
saguinus_species,vervet monkey,chlorocebus pygerythrus,3,order,lookalike
saguinus_species,eastern gray squirrel,sciurus carolinensis,2,class,different
saguinus_species,grey-cheeked mangabey,lophocebus albigena,1,order,lookalike
saguinus_species,purús red howler monkey,alouatta puruensis,1,order,lookalike
saguinus_species,golden mantled ground squirrel,callospermophilus lateralis,1,class,different
saguinus_species,maroon leaf monkey,presbytis rubicunda,1,order,lookalike
saguinus_species,southern plains gray langur,semnopithecus dussumieri,1,order,lookalike
saguinus_species,douglas's squirrel,tamiasciurus douglasii,1,class,different
saguinus_species,american pika,ochotona princeps,1,class,different
saguinus_species,american black bear,ursus americanus,1,class,different
saguinus_species,human,homo sapiens,1,order,skip
saguinus_species,domestic goat,capra aegagrus hircus,1,class,different
callithrix_species,eastern gray squirrel,sciurus carolinensis,8,class,different
callithrix_species,domestic cat,felis catus,6,class,different
callithrix_species,blue monkey,cercopithecus mitis,3,order,lookalike
callithrix_species,carruther's mountain squirrel,funisciurus carruthersi,1,class,different
callithrix_species,stump-tailed macaque,macaca arctoides,1,order,lookalike
callithrix_species,coyote,canis latrans,1,class,different
callithrix_species,black-and-gold howler monkey,alouatta caraya,1,order,lookalike
callithrix_species,human,homo sapiens,1,order,skip
callithrix_species,southern pig-tailed macaque,macaca nemestrina,1,order,lookalike
callithrix_species,large-headed capuchin,sapajus macrocephalus,1,order,lookalike
callithrix_species,yellow-bellied marmot,marmota flaviventris,1,class,different
callithrix_species,douglas's squirrel,tamiasciurus douglasii,1,class,different
domestic_water_buffalo,white-tailed deer,odocoileus virginianus,9,order,lookalike
domestic_water_buffalo,wild boar,sus scrofa,6,order,lookalike
domestic_water_buffalo,domestic horse,equus caballus,5,class,different
domestic_water_buffalo,red deer,cervus elaphus,4,order,lookalike
domestic_water_buffalo,domestic dog,canis familiaris,3,class,different
domestic_water_buffalo,lion,panthera leo,1,class,different
domestic_water_buffalo,sika deer,cervus nippon,1,order,lookalike
domestic_water_buffalo,lowland tapir,tapirus terrestris,1,class,different
domestic_water_buffalo,human,homo sapiens,1,class,skip
common_wombat,sika deer,cervus nippon,3,class,different
common_wombat,eastern gray squirrel,sciurus carolinensis,3,class,different
common_wombat,domestic cattle,bos taurus,2,class,different
common_wombat,brush-tailed rock wallaby,petrogale penicillata,2,order,lookalike
common_wombat,western gray squirrel,sciurus griseus,2,class,different
common_wombat,arizona black-tailed prairie dog,cynomys ludovicianus,2,class,different
common_wombat,california ground squirrel,otospermophilus beecheyi,1,class,different
common_wombat,eurasian red squirrel,sciurus vulgaris,1,class,different
common_wombat,nutria,myocastor coypus,1,class,different
common_wombat,pine marten,martes martes,1,class,different
common_wombat,american black bear,ursus americanus,1,class,different
common_wombat,human,homo sapiens,1,class,skip
common_wombat,woodchuck,marmota monax,1,class,different
common_wombat,grey fox,urocyon cinereoargenteus,1,class,different
common_wombat,coyote,canis latrans,1,class,different
common_wombat,common wildebeest,connochaetes taurinus,1,class,different
common_wombat,north american porcupine,erethizon dorsatum,1,class,different
japanese_macaque,american black bear,ursus americanus,11,class,different
japanese_macaque,eastern gray squirrel,sciurus carolinensis,5,class,different
japanese_macaque,domestic cat,felis catus,3,class,different
japanese_macaque,domestic cattle,bos taurus,2,class,different
japanese_macaque,mule deer,odocoileus hemionus,2,class,different
japanese_macaque,lion,panthera leo,1,class,different
japanese_macaque,domestic dog,canis familiaris,1,class,different
japanese_macaque,common wombat,vombatus ursinus,1,class,different
japanese_macaque,eastern fox squirrel,sciurus niger,1,class,different
japanese_macaque,yellow-bellied marmot,marmota flaviventris,1,class,different
japanese_macaque,white-tailed deer,odocoileus virginianus,1,class,different
japanese_macaque,tufted deer,elaphodus cephalophus,1,class,different
giant_panda,domestic cattle,bos taurus,8,class,different
giant_panda,wolverine,gulo gulo,4,order,lookalike
giant_panda,domestic cat,felis catus,4,order,lookalike
giant_panda,domestic dog,canis familiaris,3,order,lookalike
giant_panda,takin,budorcas taxicolor,1,class,different
giant_panda,human,homo sapiens,1,class,skip
giant_panda,sika deer,cervus nippon,1,class,different
giant_panda,blue monkey,cercopithecus mitis,1,class,different
giant_panda,yellow-throated marten,martes flavigula,1,order,lookalike
giant_panda,honey badger,mellivora capensis,1,order,lookalike
giant_panda,striped skunk,mephitis mephitis,1,order,lookalike
giant_panda,lion,panthera leo,1,order,lookalike
giant_panda,azaras's capuchin,sapajus cay,1,class,different
collared_peccary,wild boar,sus scrofa,16,order,lookalike
collared_peccary,domestic cattle,bos taurus,4,order,lookalike
collared_peccary,white-tailed deer,odocoileus virginianus,3,order,lookalike
collared_peccary,american black bear,ursus americanus,1,class,different
collared_peccary,golden jackal,canis aureus,1,class,different
collared_peccary,domestic cat,felis catus,1,class,different
spotted_hyaena,domestic cattle,bos taurus,8,class,different
spotted_hyaena,red deer,cervus elaphus,2,class,different
spotted_hyaena,bobcat,lynx rufus,2,order,lookalike
spotted_hyaena,white-tailed deer,odocoileus virginianus,2,class,different
spotted_hyaena,northern raccoon,procyon lotor,1,order,lookalike
spotted_hyaena,common warthog,phacochoerus africanus,1,class,different
spotted_hyaena,northern chamois,rupicapra rupicapra,1,class,different
spotted_hyaena,giraffe,giraffa camelopardalis,1,class,different
spotted_hyaena,domestic dog,canis familiaris,1,order,lookalike
spotted_hyaena,dhole,cuon alpinus,1,order,lookalike
spotted_hyaena,iberian lynx,lynx pardinus,1,order,lookalike
spotted_hyaena,lion,panthera leo,1,order,lookalike
spotted_hyaena,nutria,myocastor coypus,1,class,different
spotted_hyaena,leopard cat,prionailurus bengalensis,1,order,lookalike
red_fox,white-tailed deer,odocoileus virginianus,7,class,different
red_fox,arizona black-tailed prairie dog,cynomys ludovicianus,3,class,different
red_fox,domestic cattle,bos taurus,2,class,different
red_fox,lion,panthera leo,2,order,lookalike
red_fox,domestic cat,felis catus,1,order,lookalike
red_fox,eastern cottontail,sylvilagus floridanus,1,class,different
red_fox,common wildebeest,connochaetes taurinus,1,class,different
red_fox,western gray kangaroo,macropus fuliginosus,1,class,different
red_fox,wild boar,sus scrofa,1,class,different
red_fox,american bison,bison bison,1,class,different
red_fox,eastern fox squirrel,sciurus niger,1,class,different
blesbok,white-tailed deer,odocoileus virginianus,8,order,lookalike
blesbok,red deer,cervus elaphus,5,order,lookalike
blesbok,pronghorn,antilocapra americana,2,order,lookalike
blesbok,mule deer,odocoileus hemionus,2,order,lookalike
blesbok,common fallow deer,dama dama,2,order,lookalike
blesbok,domestic horse,equus caballus,2,class,different
blesbok,european roe deer,capreolus capreolus,1,order,lookalike
blesbok,equus species,equus,1,class,skip
blesbok,sika deer,cervus nippon,1,order,lookalike
domestic_cat,domestic dog,canis familiaris,5,order,lookalike
domestic_cat,domestic cattle,bos taurus,3,class,different
domestic_cat,human,homo sapiens,3,class,skip
domestic_cat,domestic horse,equus caballus,1,class,different
domestic_cat,przewalski's horse,equus ferus,1,class,different
domestic_cat,eastern gray squirrel,sciurus carolinensis,1,class,different
domestic_cat,domestic goat,capra aegagrus hircus,1,class,different
domestic_cat,coyote,canis latrans,1,order,lookalike
domestic_cat,white-tailed deer,odocoileus virginianus,1,class,different
domestic_cat,giant anteater,myrmecophaga tridactyla,1,class,different
domestic_cat,woodchuck,marmota monax,1,class,different
domestic_cat,elk,cervus canadensis,1,class,different
gemsbok,pronghorn,antilocapra americana,7,order,lookalike
gemsbok,domestic horse,equus caballus,6,class,different
gemsbok,domestic donkey,equus asinus,2,class,different
gemsbok,przewalski's horse,equus ferus,2,class,different
gemsbok,mule deer,odocoileus hemionus,1,order,lookalike
gemsbok,human,homo sapiens,1,class,skip
gemsbok,elk,cervus canadensis,1,order,lookalike
gemsbok,white-tailed deer,odocoileus virginianus,1,order,lookalike
gemsbok,dromedary camel,camelus dromedarius,1,order,lookalike
gemsbok,red deer,cervus elaphus,1,order,lookalike
gemsbok,african elephant,loxodonta africana,1,class,different
giant_otter,domestic cattle,bos taurus,8,class,different
giant_otter,nutria,myocastor coypus,4,class,lookalike
giant_otter,human,homo sapiens,3,class,skip
giant_otter,domestic dog,canis familiaris,2,order,lookalike
giant_otter,american black bear,ursus americanus,1,order,lookalike
giant_otter,african elephant,loxodonta africana,1,class,different
giant_otter,domestic goat,capra aegagrus hircus,1,class,different
giant_otter,american bison,bison bison,1,class,different
giant_otter,white-tailed deer,odocoileus virginianus,1,class,different
giant_otter,domestic cat,felis catus,1,order,lookalike
macaque_species,eastern gray squirrel,sciurus carolinensis,5,class,different
macaque_species,coyote,canis latrans,3,class,different
macaque_species,domestic cattle,bos taurus,2,class,different
macaque_species,eastern fox squirrel,sciurus niger,2,class,different
macaque_species,golden mantled ground squirrel,callospermophilus lateralis,2,class,different
macaque_species,human,homo sapiens,2,order,skip
macaque_species,red deer,cervus elaphus,1,class,different
macaque_species,common wombat,vombatus ursinus,1,class,different
macaque_species,western gray squirrel,sciurus griseus,1,class,different
macaque_species,wild boar,sus scrofa,1,class,different
macaque_species,domestic dog,canis familiaris,1,class,different
macaque_species,white-tailed deer,odocoileus virginianus,1,class,different
macaque_species,domestic cat,felis catus,1,class,different
macaque_species,tayra,eira barbara,1,class,different
sambar,domestic cattle,bos taurus,13,order,lookalike
sambar,coyote,canis latrans,2,class,different
sambar,chinese goral,naemorhedus griseus,1,order,lookalike
sambar,northern chamois,rupicapra rupicapra,1,order,lookalike
sambar,golden jackal,canis aureus,1,class,different
sambar,domestic sheep,ovis aries,1,order,lookalike
sambar,domestic horse,equus caballus,1,class,different
sambar,arizona black-tailed prairie dog,cynomys ludovicianus,1,class,different
sambar,impala,aepyceros melampus,1,order,lookalike
sambar,guenther's dik-dik,madoqua guentheri,1,order,different
sambar,eastern fox squirrel,sciurus niger,1,class,different
sambar,przewalski's horse,equus ferus,1,class,different
waterbuck,white-tailed deer,odocoileus virginianus,10,order,lookalike
waterbuck,red deer,cervus elaphus,5,order,lookalike
waterbuck,kinda baboon,papio kindae,2,class,different
waterbuck,mule deer,odocoileus hemionus,1,order,lookalike
waterbuck,european roe deer,capreolus capreolus,1,order,lookalike
waterbuck,baboon species,papio,1,class,skip
waterbuck,common warthog,phacochoerus africanus,1,order,lookalike
waterbuck,sika deer,cervus nippon,1,order,lookalike
muridae_family,human,homo sapiens,6,no_match,skip
muridae_family,rodent,,4,no_match,skip
muridae_family,kaluta,dasykaluta rosamondae,2,no_match,different
muridae_family,capybara,hydrochoerus hydrochaeris,2,no_match,lookalike
muridae_family,vervet monkey,chlorocebus pygerythrus,2,no_match,different
muridae_family,golden mantled ground squirrel,callospermophilus lateralis,1,no_match,lookalike
muridae_family,red fox,vulpes vulpes,1,no_match,different
muridae_family,arizona black-tailed prairie dog,cynomys ludovicianus,1,no_match,lookalike
muridae_family,striped skunk,mephitis mephitis,1,no_match,different
muridae_family,kha-nyou,laonastes aenigmamus,1,no_match,lookalike
muridae_family,domestic cat,felis catus,1,no_match,different
muridae_family,greater hog badger,arctonyx collaris,1,no_match,different
muridae_family,common long-tailed macaque,macaca fascicularis,1,no_match,different
muridae_family,nutria,myocastor coypus,1,no_match,lookalike
muridae_family,desert cottontail,sylvilagus audubonii,1,no_match,different
muridae_family,brush-tailed rock wallaby,petrogale penicillata,1,no_match,different
muridae_family,virginia opossum,didelphis virginiana,1,no_match,different
muridae_family,black agouti,dasyprocta fuliginosa,1,no_match,lookalike
muridae_family,mammal,,1,no_match,skip
chimpanzee,stump-tailed macaque,macaca arctoides,7,order,lookalike
chimpanzee,american black bear,ursus americanus,3,class,different
chimpanzee,domestic cattle,bos taurus,3,class,different
chimpanzee,hatinh langur,trachypithecus hatinhensis,2,order,lookalike
chimpanzee,blue monkey,cercopithecus mitis,1,order,lookalike
chimpanzee,domestic goat,capra aegagrus hircus,1,class,different
chimpanzee,eastern gray squirrel,sciurus carolinensis,1,class,different
chimpanzee,milne-edwards' macaque,macaca thibetana,1,order,lookalike
chimpanzee,common wildebeest,connochaetes taurinus,1,class,different
chimpanzee,giant anteater,myrmecophaga tridactyla,1,class,different
chimpanzee,sumatran serow,capricornis sumatraensis,1,class,different
white-tailed_deer,impala,aepyceros melampus,10,order,lookalike
white-tailed_deer,pronghorn,antilocapra americana,4,order,lookalike
white-tailed_deer,giraffe,giraffa camelopardalis,3,order,lookalike
white-tailed_deer,blue sheep,pseudois nayaur,1,order,lookalike
white-tailed_deer,domestic goat,capra aegagrus hircus,1,order,lookalike
white-tailed_deer,coyote,canis latrans,1,class,different
white-tailed_deer,guenther's dik-dik,madoqua guentheri,1,order,lookalike
white-tailed_deer,thomson's gazelle,eudorcas thomsonii,1,order,lookalike
white-tailed_deer,american black bear,ursus americanus,1,class,different
white-tailed_deer,springbok,antidorcas marsupialis,1,order,lookalike
white-tailed_deer,american marten,martes americana,1,class,different
white-tailed_deer,domestic horse,equus caballus,1,class,different
ateles_species,angolan colobus,colobus angolensis,2,order,lookalike
ateles_species,golden snub-nosed monkey,rhinopithecus roxellana,2,order,lookalike
ateles_species,grey-cheeked mangabey,lophocebus albigena,2,order,lookalike
ateles_species,coyote,canis latrans,1,class,different
ateles_species,hatinh langur,trachypithecus hatinhensis,1,order,lookalike
ateles_species,blue monkey,cercopithecus mitis,1,order,lookalike
ateles_species,domestic cattle,bos taurus,1,class,different
ateles_species,human,homo sapiens,1,order,skip
ateles_species,canis species,canis,1,class,skip
ateles_species,macaque species,macaca,1,order,skip
ateles_species,common long-tailed macaque,macaca fascicularis,1,order,lookalike
ateles_species,southern plains gray langur,semnopithecus dussumieri,1,order,lookalike
ateles_species,blue sheep,pseudois nayaur,1,class,different
ateles_species,maroon leaf monkey,presbytis rubicunda,1,order,lookalike
ateles_species,vervet monkey,chlorocebus pygerythrus,1,order,lookalike
ateles_species,american black bear,ursus americanus,1,class,different
walrus,domestic cattle,bos taurus,10,no_match,skip
walrus,african elephant,loxodonta africana,6,no_match,skip
walrus,domestic sheep,ovis aries,5,no_match,skip
walrus,human,homo sapiens,3,no_match,skip
walrus,domestic horse,equus caballus,1,no_match,skip
walrus,lowland tapir,tapirus terrestris,1,no_match,skip
yak,hylobatidae family,,10,class,skip
yak,domestic dog,canis familiaris,5,class,different
yak,domestic horse,equus caballus,2,class,different
yak,domestic cat,felis catus,2,class,different
yak,american black bear,ursus americanus,1,class,different
yak,mule deer,odocoileus hemionus,1,order,lookalike
howler_monkey_genus,large-headed capuchin,sapajus macrocephalus,4,order,lookalike
howler_monkey_genus,blue monkey,cercopithecus mitis,2,order,different
howler_monkey_genus,american black bear,ursus americanus,2,class,different
howler_monkey_genus,maroon leaf monkey,presbytis rubicunda,2,order,different
howler_monkey_genus,domestic cattle,bos taurus,2,class,different
howler_monkey_genus,angolan colobus,colobus angolensis,2,order,different
howler_monkey_genus,stump-tailed macaque,macaca arctoides,1,order,different
howler_monkey_genus,eurasian red squirrel,sciurus vulgaris,1,class,different
howler_monkey_genus,grey-cheeked mangabey,lophocebus albigena,1,order,different
howler_monkey_genus,emperor tamarin,saguinus imperator,1,order,lookalike
howler_monkey_genus,domestic goat,capra aegagrus hircus,1,class,different
north_american_river_otter,nutria,myocastor coypus,12,class,lookalike
north_american_river_otter,american beaver,castor canadensis,1,class,lookalike
north_american_river_otter,american black bear,ursus americanus,1,order,different
north_american_river_otter,domestic cattle,bos taurus,1,class,different
north_american_river_otter,capra species,capra,1,class,skip
european_bison,red deer,cervus elaphus,4,order,lookalike
european_bison,domestic horse,equus caballus,3,class,different
european_bison,domestic cat,felis catus,2,class,different
european_bison,human,homo sapiens,2,class,skip
european_bison,domestic dog,canis familiaris,2,class,different
european_bison,wild boar,sus scrofa,2,order,lookalike
european_bison,white-tailed deer,odocoileus virginianus,2,order,lookalike
european_bison,african elephant,loxodonta africana,1,class,different
european_bison,sambar,rusa unicolor,1,order,lookalike
weasel_species,domestic cattle,bos taurus,3,class,different
weasel_species,dingo,canis lupus dingo,2,order,different
weasel_species,domestic goat,capra aegagrus hircus,1,class,different
weasel_species,northern raccoon,procyon lotor,1,order,different
weasel_species,american black bear,ursus americanus,1,order,different
weasel_species,american bison,bison bison,1,class,different
weasel_species,domestic cat,felis catus,1,order,different
weasel_species,eastern chipmunk,tamias striatus,1,class,different
weasel_species,white-tailed deer,odocoileus virginianus,1,class,different
weasel_species,domestic dog,canis familiaris,1,order,different
weasel_species,arizona black-tailed prairie dog,cynomys ludovicianus,1,class,different
weasel_species,red fox,vulpes vulpes,1,order,different
weasel_species,spotted hyaena,crocuta crocuta,1,order,different
european_roe_deer,domestic cattle,bos taurus,7,order,lookalike
european_roe_deer,guenther's dik-dik,madoqua guentheri,3,order,lookalike
european_roe_deer,pronghorn,antilocapra americana,1,order,lookalike
european_roe_deer,wild goat,capra aegagrus,1,order,lookalike
european_roe_deer,puku,kobus vardonii,1,order,lookalike
