family_label,family_scientific,genus_scientific,species_scientific,species_common_name,source,inat_observation_count
muridae family,muridae,otomys,otomys irroratus,,inat,
muridae family,muridae,otomys,otomys jacksoni,,inat,
muridae family,muridae,otomys,otomys karoensis,,inat,
muridae family,muridae,otomys,otomys lacustris,,inat,
muridae family,muridae,otomys,otomys laminatus,,inat,
muridae family,muridae,otomys,otomys occidentalis,,inat,
muridae family,muridae,otomys,otomys orestes,,inat,
muridae family,muridae,otomys,otomys saundersiae,,inat,
muridae family,muridae,otomys,otomys simiensis,,inat,
muridae family,muridae,otomys,otomys sloggetti,,inat,
muridae family,muridae,otomys,otomys thomasi,,inat,
muridae family,muridae,otomys,otomys tropicalis,,inat,
muridae family,muridae,otomys,otomys typus,,inat,
muridae family,muridae,otomys,otomys unisulcatus,,inat,
muridae family,muridae,otomys,otomys uzungwensis,,inat,
muridae family,muridae,otomys,otomys willani,,inat,
muridae family,muridae,otomys,otomys yaldeni,,inat,
muridae family,muridae,otomys,otomys zinki,,inat,
muridae family,muridae,pachyuromys,pachyuromys duprasi,,inat,
muridae family,muridae,palawanomys,palawanomys furvus,,inat,
muridae family,muridae,papagomys,papagomys armandvillei,,inat,
muridae family,muridae,papagomys,papagomys theodorverhoeveni,,inat,
muridae family,muridae,parahydromys,parahydromys asper,,inat,
muridae family,muridae,paraleptomys,paraleptomys rufilatus,,inat,
muridae family,muridae,paraleptomys,paraleptomys wilhelmina,,inat,
muridae family,muridae,paramelomys,paramelomys gressitti,,inat,
muridae family,muridae,paramelomys,paramelomys levipes,,inat,
muridae family,muridae,paramelomys,paramelomys lorentzii,,inat,
muridae family,muridae,paramelomys,paramelomys mollis,,inat,
muridae family,muridae,paramelomys,paramelomys moncktoni,,inat,
muridae family,muridae,paramelomys,paramelomys naso,,inat,
muridae family,muridae,paramelomys,paramelomys platyops,,inat,
muridae family,muridae,paramelomys,paramelomys rubex,,inat,
muridae family,muridae,paramelomys,paramelomys steini,,inat,
muridae family,muridae,parotomys,parotomys brantsii,,inat,
muridae family,muridae,parotomys,parotomys littledalei,,inat,
muridae family,muridae,paruromys,paruromys dominator,,inat,
muridae family,muridae,paucidentomys,paucidentomys vermidax,,inat,
muridae family,muridae,paulamys,paulamys naso,,inat,
muridae family,muridae,,pelomys campanae,,inat,
muridae family,muridae,pelomys,pelomys fallax,,inat,
muridae family,muridae,,pelomys hopkinsi,,inat,
muridae family,muridae,,pelomys isseli,,inat,
muridae family,muridae,,pelomys minor,,inat,
muridae family,muridae,phloeomys,phloeomys cumingi,,inat,
muridae family,muridae,phloeomys,phloeomys pallidus,,inat,
muridae family,muridae,pithecheir,pithecheir melanurus,,inat,
muridae family,muridae,pithecheir,pithecheir parva,,inat,
muridae family,muridae,pithecheir,pithecheir parvus,,inat,
muridae family,muridae,pithecheirops,pithecheirops otion,,inat,
muridae family,muridae,pogonomelomys,pogonomelomys brassi,,inat,
muridae family,muridae,pogonomelomys,pogonomelomys bruijnii,,inat,
muridae family,muridae,pogonomelomys,pogonomelomys mayeri,,inat,
muridae family,muridae,pogonomys,pogonomys championi,,inat,
muridae family,muridae,pogonomys,pogonomys fergussoniensis,,inat,
muridae family,muridae,pogonomys,pogonomys loriae,,inat,
muridae family,muridae,pogonomys,pogonomys macrourus,,inat,
muridae family,muridae,pogonomys,pogonomys mollipilosus,,speciesnet+inat,
muridae family,muridae,pogonomys,pogonomys sylvestris,,inat,
muridae family,muridae,praomys,praomys coetzeei,,inat,
muridae family,muridae,praomys,praomys daltoni,,inat,
muridae family,muridae,praomys,praomys degraaffi,de graaff's praomys,speciesnet+inat,
muridae family,muridae,praomys,praomys delectorum,,inat,
muridae family,muridae,praomys,praomys derooi,,inat,
muridae family,muridae,praomys,praomys hartwigi,,inat,
muridae family,muridae,praomys,praomys jacksoni,,inat,
muridae family,muridae,praomys,praomys lukolelae,,inat,
muridae family,muridae,praomys,praomys minor,,inat,
muridae family,muridae,praomys,praomys misonnei,,inat,
muridae family,muridae,praomys,praomys morio,,inat,
muridae family,muridae,praomys,praomys mutoni,,inat,
muridae family,muridae,praomys,praomys obscurus,,inat,
muridae family,muridae,praomys,praomys petteri,,inat,
muridae family,muridae,praomys,praomys rostratus,,inat,
muridae family,muridae,praomys,praomys tullbergi,tullberg's soft-furred mouse,speciesnet+inat,
muridae family,muridae,praomys,praomys verschureni,,inat,
muridae family,muridae,protochromys,protochromys fellowsi,,inat,
muridae family,muridae,psammomys,psammomys obesus,fat sand rat,speciesnet+inat,
muridae family,muridae,psammomys,psammomys vexillaris,,inat,
muridae family,muridae,pseudoberylmys,pseudoberylmys muongbangensis,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys berniceae,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys carlae,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys eleanorae,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys ellermani,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys fuscus,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys germani,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys murinus,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys musseri,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys occidentalis,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys patriciae,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys pumehanae,,inat,
muridae family,muridae,pseudohydromys,pseudohydromys sandrae,,inat,
muridae family,muridae,pseudomys,pseudomys albocinereus,,inat,
muridae family,muridae,pseudomys,pseudomys apodemoides,,inat,
muridae family,muridae,pseudomys,pseudomys auritus,,inat,
muridae family,muridae,pseudomys,pseudomys australis,,inat,
muridae family,muridae,pseudomys,pseudomys bolami,,inat,
muridae family,muridae,pseudomys,pseudomys calabyi,,inat,
muridae family,muridae,pseudomys,pseudomys chapmani,,inat,
muridae family,muridae,pseudomys,pseudomys delicatulus,,inat,
muridae family,muridae,pseudomys,pseudomys desertor,,inat,
muridae family,muridae,pseudomys,pseudomys fieldi,,inat,
muridae family,muridae,pseudomys,pseudomys fumeus,,inat,
muridae family,muridae,pseudomys,pseudomys glaucus,,inat,
muridae family,muridae,pseudomys,pseudomys gouldii,,inat,
muridae family,muridae,pseudomys,pseudomys gracilicaudatus,,inat,
muridae family,muridae,pseudomys,pseudomys hermannsburgensis,sandy inland mouse,speciesnet+inat,
muridae family,muridae,pseudomys,pseudomys higginsi,,inat,
muridae family,muridae,pseudomys,pseudomys johnsoni,,inat,
muridae family,muridae,pseudomys,pseudomys mimulus,,inat,
muridae family,muridae,pseudomys,pseudomys nanus,,inat,
muridae family,muridae,pseudomys,pseudomys novaehollandiae,,inat,
muridae family,muridae,pseudomys,pseudomys occidentalis,,inat,
muridae family,muridae,pseudomys,pseudomys oralis,,inat,
muridae family,muridae,pseudomys,pseudomys patrius,,inat,
muridae family,muridae,pseudomys,pseudomys pilbarensis,,inat,
muridae family,muridae,pseudomys,pseudomys pilligaensis,,inat,
muridae family,muridae,pseudomys,pseudomys shortridgei,,inat,
muridae family,muridae,rattus,rattus adustus,,inat,
muridae family,muridae,rattus,rattus andamanensis,,inat,
muridae family,muridae,rattus,rattus annandalei,,inat,
muridae family,muridae,rattus,rattus arfakienis,,inat,
muridae family,muridae,rattus,rattus arfakiensis,,inat,
muridae family,muridae,rattus,rattus argentiventer,,inat,
muridae family,muridae,rattus,rattus arrogans,,inat,
muridae family,muridae,rattus,rattus baluensis,,inat,
muridae family,muridae,rattus,rattus blangorum,,inat,
muridae family,muridae,rattus,rattus bontanus,,inat,
muridae family,muridae,rattus,rattus burrus,,inat,
muridae family,muridae,rattus,rattus ceramicus,,inat,
muridae family,muridae,rattus,rattus colletti,,inat,
muridae family,muridae,rattus,rattus detentus,,inat,
muridae family,muridae,rattus,rattus elaphinus,,inat,
muridae family,muridae,rattus,rattus enganus,,inat,
muridae family,muridae,rattus,rattus everetti,,inat,
muridae family,muridae,rattus,rattus exulans,polynesian rat,speciesnet+inat,
muridae family,muridae,rattus,rattus facetus,,inat,
muridae family,muridae,rattus,rattus feileri,,inat,
muridae family,muridae,rattus,rattus feliceus,,inat,
muridae family,muridae,rattus,rattus flavipectus,,inat,
muridae family,muridae,rattus,rattus fuscipes,bush rat,speciesnet+inat,
muridae family,muridae,rattus,rattus giluwensis,,inat,
muridae family,muridae,rattus,rattus hainaldi,,inat,
muridae family,muridae,rattus,rattus halmaheraensis,,inat,
muridae family,muridae,rattus,rattus hoffmanni,,inat,
muridae family,muridae,rattus,rattus hoogerwerfi,,inat,
muridae family,muridae,rattus,rattus jobiensis,,inat,
muridae family,muridae,rattus,rattus koopmani,,inat,
muridae family,muridae,rattus,rattus korinchi,,inat,
muridae family,muridae,rattus,rattus leucopus,,inat,
muridae family,muridae,rattus,rattus losea,,inat,
muridae family,muridae,rattus,rattus lugens,,inat,
muridae family,muridae,rattus,rattus lutreola,,speciesnet+inat,
muridae family,muridae,rattus,rattus lutreolus,australian swamp rat,speciesnet+inat,
muridae family,muridae,rattus,rattus macleari,,inat,
muridae family,muridae,rattus,rattus marmosurus,,inat,
muridae family,muridae,rattus,rattus mindorensis,,inat,
muridae family,muridae,rattus,rattus mollicomulus,,inat,
muridae family,muridae,rattus,rattus montanus,,inat,
muridae family,muridae,rattus,rattus mordax,,inat,
muridae family,muridae,rattus,rattus morotaiensis,,inat,
muridae family,muridae,rattus,rattus nativitatis,,inat,
muridae family,muridae,rattus,rattus nikenii,,inat,
muridae family,muridae,rattus,rattus niobe,,inat,
muridae family,muridae,rattus,rattus nitidus,,inat,
muridae family,muridae,rattus,rattus norvegicus,brown rat,speciesnet+inat,
muridae family,muridae,rattus,rattus novaeguineae,,inat,
muridae family,muridae,rattus,rattus ombirah,,inat,
muridae family,muridae,rattus,rattus omichlodes,,inat,
muridae family,muridae,rattus,rattus osgoodi,,inat,
muridae family,muridae,rattus,rattus palmarum,,inat,
muridae family,muridae,rattus,rattus pelurus,,inat,
muridae family,muridae,rattus,rattus pococki,,inat,
muridae family,muridae,rattus,rattus praetor,large spiny rat,speciesnet+inat,
muridae family,muridae,rattus,rattus pyctoris,,inat,
muridae family,muridae,rattus,rattus ranjiniae,,inat,
muridae family,muridae,rattus,rattus rattus,house rat,speciesnet+inat,
muridae family,muridae,rattus,rattus richardsoni,,inat,
muridae family,muridae,rattus,rattus sakeratensis,,inat,
muridae family,muridae,rattus,rattus salocco,,inat,
muridae family,muridae,rattus,rattus sanila,,inat,
muridae family,muridae,rattus,rattus satarae,,inat,
muridae family,muridae,rattus,rattus simalurensis,,inat,
muridae family,muridae,rattus,rattus sordidus,,inat,
muridae family,muridae,rattus,rattus steini,,inat,
muridae family,muridae,rattus,rattus stoicus,,inat,
muridae family,muridae,rattus,rattus taliabuensis,,inat,
muridae family,muridae,rattus,rattus tanezumi,oriental house rat,speciesnet+inat,
muridae family,muridae,rattus,rattus tawitawiensis,,inat,
muridae family,muridae,rattus,rattus timorensis,,inat,
muridae family,muridae,rattus,rattus tiomanicus,malaysian field rat,speciesnet+inat,
muridae family,muridae,rattus,rattus tunneyi,,inat,
muridae family,muridae,rattus,rattus vandeuseni,,inat,
muridae family,muridae,rattus,rattus verecundus,,inat,
muridae family,muridae,rattus,rattus villosissimus,,inat,
muridae family,muridae,rattus,rattus xanthurus,,inat,
muridae family,muridae,rhabdomys,rhabdomys bechuanae,,inat,
muridae family,muridae,rhabdomys,rhabdomys chakae,,inat,
muridae family,muridae,rhabdomys,rhabdomys dilectus,,inat,
muridae family,muridae,rhabdomys,rhabdomys intermedius,,inat,
muridae family,muridae,rhabdomys,rhabdomys pumilio,,inat,
muridae family,muridae,rhombomys,rhombomys opimus,,inat,
muridae family,muridae,rhynchomys,rhynchomys banahao,,inat,
muridae family,muridae,rhynchomys,rhynchomys isarogensis,,inat,
muridae family,muridae,rhynchomys,rhynchomys labo,,inat,
muridae family,muridae,rhynchomys,rhynchomys mingan,,inat,
muridae family,muridae,rhynchomys,rhynchomys soricoides,,inat,
muridae family,muridae,rhynchomys,rhynchomys tapulao,,inat,
muridae family,muridae,saxatilomys,saxatilomys paulinae,,inat,
muridae family,muridae,sekeetamys,sekeetamys calurus,,inat,
muridae family,muridae,serengetimys,serengetimys pernanus,,inat,
muridae family,muridae,solomys,solomys ponceleti,,inat,
muridae family,muridae,solomys,solomys salamonis,,inat,
muridae family,muridae,solomys,solomys salebrosus,,inat,
muridae family,muridae,solomys,solomys sapientis,,inat,
muridae family,muridae,solomys,solomys spriggsarum,,inat,
muridae family,muridae,sommeromys,sommeromys macrorhinos,,inat,
muridae family,muridae,soricomys,soricomys kalinga,,inat,
muridae family,muridae,soricomys,soricomys leonardocoi,,inat,
muridae family,muridae,soricomys,soricomys montanus,,inat,
muridae family,muridae,soricomys,soricomys musseri,,inat,
muridae family,muridae,srilankamys,srilankamys ohiensis,,inat,
muridae family,muridae,stenocephalemys,stenocephalemys albipes,,inat,
muridae family,muridae,stenocephalemys,stenocephalemys albocaudatus,,inat,
muridae family,muridae,stenocephalemys,stenocephalemys griseicauda,,inat,
muridae family,muridae,stenocephalemys,stenocephalemys ruppi,,inat,
muridae family,muridae,stenocephalemys,stenocephalemys sokolovi,,inat,
muridae family,muridae,stenocephalemys,stenocephalemys zimai,,inat,
muridae family,muridae,stochomys,stochomys longicaudatus,,inat,
muridae family,muridae,sundamys,sundamys annandalei,,inat,
muridae family,muridae,sundamys,sundamys infraluteus,,inat,
muridae family,muridae,sundamys,sundamys maxi,,inat,
muridae family,muridae,sundamys,sundamys muelleri,,inat,
muridae family,muridae,taeromys,taeromys arcuatus,,inat,
muridae family,muridae,taeromys,taeromys callitrichus,,inat,
muridae family,muridae,taeromys,taeromys celebensis,,inat,
muridae family,muridae,taeromys,taeromys dominator,,inat,
muridae family,muridae,taeromys,taeromys hamatus,,inat,
muridae family,muridae,taeromys,taeromys microbullatus,,inat,
muridae family,muridae,taeromys,taeromys punicans,,inat,
muridae family,muridae,taeromys,taeromys taerae,,inat,
muridae family,muridae,tarsomys,tarsomys apoensis,,inat,
muridae family,muridae,tarsomys,tarsomys echinatus,,inat,
muridae family,muridae,tarsomys,tarsomys orientalis,,inat,
muridae family,muridae,tateomys,tateomys macrocercus,,inat,
muridae family,muridae,tateomys,tateomys rhinogradoides,,inat,
muridae family,muridae,tatera,tatera indica,,inat,
muridae family,muridae,taterillus,taterillus arenarius,,inat,
muridae family,muridae,taterillus,taterillus congicus,,inat,
muridae family,muridae,taterillus,taterillus emini,,inat,
muridae family,muridae,taterillus,taterillus gracilis,,inat,
muridae family,muridae,taterillus,taterillus lacustris,,inat,
muridae family,muridae,taterillus,taterillus petteri,,inat,
muridae family,muridae,taterillus,taterillus pygargus,,inat,
muridae family,muridae,taterillus,taterillus tranieri,,inat,
muridae family,muridae,thallomys,thallomys loringi,,inat,
muridae family,muridae,thallomys,thallomys nigricauda,,inat,
muridae family,muridae,thallomys,thallomys paedulcus,,inat,
muridae family,muridae,thallomys,thallomys shortridgei,,inat,
muridae family,muridae,thamnomys,thamnomys kempi,,inat,
muridae family,muridae,thamnomys,thamnomys kuru,,inat,
muridae family,muridae,thamnomys,thamnomys major,,inat,
muridae family,muridae,thamnomys,thamnomys poensis,,inat,
muridae family,muridae,thamnomys,thamnomys schoutedeni,,inat,
muridae family,muridae,thamnomys,thamnomys venustus,charming thicket rat,speciesnet+inat,
muridae family,muridae,tokudaia,tokudaia muenninki,,inat,
muridae family,muridae,tokudaia,tokudaia osimensis,,inat,
muridae family,muridae,tokudaia,tokudaia tokunoshimensis,,inat,
muridae family,muridae,tonkinomys,tonkinomys daovantieni,,inat,
muridae family,muridae,tryphomys,tryphomys adustus,,inat,
muridae family,muridae,typomys,typomys planifrons,,inat,
muridae family,muridae,typomys,typomys trivirgatus,,inat,
muridae family,muridae,uranomys,uranomys ruddi,,inat,
muridae family,muridae,,uromys anak,,inat,
muridae family,muridae,,uromys boeadii,,inat,
muridae family,muridae,,uromys caudimaculatus,,inat,
muridae family,muridae,,uromys emmae,,inat,
muridae family,muridae,,uromys hadrourus,,inat,
muridae family,muridae,,uromys imperator,,inat,
muridae family,muridae,,uromys neobritannicus,,inat,
muridae family,muridae,,uromys neobrittanicus,,speciesnet+inat,
muridae family,muridae,,uromys porculus,,inat,
muridae family,muridae,,uromys rex,,inat,
muridae family,muridae,uromys,uromys siebersi,,inat,
muridae family,muridae,,uromys vika,,inat,
muridae family,muridae,vandeleuria,vandeleuria nilagiricus,,inat,
muridae family,muridae,vandeleuria,vandeleuria nolthenii,,inat,
muridae family,muridae,vandeleuria,vandeleuria oleraceus,,inat,
muridae family,muridae,vernaya,vernaya foramena,,inat,
muridae family,muridae,vernaya,vernaya fulva,,inat,
muridae family,muridae,vernaya,vernaya meiguites,,inat,
muridae family,muridae,vernaya,vernaya nushanensis,,inat,
muridae family,muridae,waiomys,waiomys mamasae,,inat,
muridae family,muridae,xenuromys,xenuromys barbatus,,inat,
muridae family,muridae,xeromys,xeromys myoides,,inat,
muridae family,muridae,zelotomys,zelotomys hildegardeae,,inat,
muridae family,muridae,zelotomys,zelotomys woosnami,,inat,
muridae family,muridae,zyzomys,zyzomys argurus,common rock rat,speciesnet+inat,
muridae family,muridae,zyzomys,zyzomys maini,,inat,
muridae family,muridae,zyzomys,zyzomys palatalis,,inat,
muridae family,muridae,zyzomys,zyzomys pedunculatus,,inat,
muridae family,muridae,zyzomys,zyzomys woodwardi,,inat,
eared seals,otariidae,arctocephalus,arctocephalus australis,,inat,
eared seals,otariidae,arctocephalus,arctocephalus forsteri,,inat,
eared seals,otariidae,arctocephalus,arctocephalus galapagoensis,,inat,
eared seals,otariidae,arctocephalus,arctocephalus gazella,,inat,
eared seals,otariidae,arctocephalus,arctocephalus philippii,,inat,
eared seals,otariidae,arctocephalus,arctocephalus pusillus,,inat,
eared seals,otariidae,arctocephalus,arctocephalus townsendi,,inat,
eared seals,otariidae,arctocephalus,arctocephalus tropicalis,,inat,
eared seals,otariidae,arctophoca,arctophoca australis,,inat,
eared seals,otariidae,arctophoca,arctophoca forsteri,,inat,
eared seals,otariidae,arctophoca,arctophoca galapagoensis,,inat,
eared seals,otariidae,arctophoca,arctophoca gazella,,inat,
eared seals,otariidae,arctophoca,arctophoca philippii,,inat,
eared seals,otariidae,arctophoca,arctophoca townsendi,,inat,
eared seals,otariidae,arctophoca,arctophoca tropicalis,,inat,
eared seals,otariidae,callorhinus,callorhinus ursinus,,inat,
eared seals,otariidae,eumetopias,eumetopias jubatus,,inat,
eared seals,otariidae,neophoca,neophoca cinerea,,inat,
eared seals,otariidae,otaria,otaria bryonia,,inat,
eared seals,otariidae,otaria,otaria byronia,,inat,
eared seals,otariidae,otaria,otaria flavescens,,inat,
eared seals,otariidae,phocarctos,phocarctos hookeri,,inat,
eared seals,otariidae,zalophus,zalophus californianus,,inat,
eared seals,otariidae,zalophus,zalophus japonicus,,inat,
eared seals,otariidae,zalophus,zalophus wollebaeki,,inat,
rhinoceros family,rhinocerotidae,ceratotherium,ceratotherium cottoni,,inat,
rhinoceros family,rhinocerotidae,ceratotherium,ceratotherium simum,white rhinoceros,speciesnet+inat,
rhinoceros family,rhinocerotidae,coelodonta,coelodonta antiquitatis,,inat,
rhinoceros family,rhinocerotidae,dicerorhinus,dicerorhinus sumatrensis,sumatran rhinoceros,speciesnet+inat,
rhinoceros family,rhinocerotidae,diceros,diceros bicornis,black rhinoceros,speciesnet+inat,
rhinoceros family,rhinocerotidae,elasmotherium,elasmotherium caucasicum,,inat,
rhinoceros family,rhinocerotidae,elasmotherium,elasmotherium inexpectatum,,inat,
rhinoceros family,rhinocerotidae,elasmotherium,elasmotherium pei,,inat,
rhinoceros family,rhinocerotidae,elasmotherium,elasmotherium sibiricum,,inat,
rhinoceros family,rhinocerotidae,rhinoceros,rhinoceros sondaicus,,inat,
rhinoceros family,rhinocerotidae,rhinoceros,rhinoceros unicornis,,inat,
squirrel family,sciuridae,aeretes,aeretes melanopterus,,inat,
squirrel family,sciuridae,aeromys,aeromys tephromelas,black flying squirrel,speciesnet+inat,
squirrel family,sciuridae,aeromys,aeromys thomasi,,inat,
squirrel family,sciuridae,ammospermophilus,ammospermophilus harrisii,harris's antelope squirrel,speciesnet+inat,
squirrel family,sciuridae,ammospermophilus,ammospermophilus insularis,,inat,
squirrel family,sciuridae,ammospermophilus,ammospermophilus interpres,,inat,
squirrel family,sciuridae,ammospermophilus,ammospermophilus leucurus,white-tailed antelope squirrel,speciesnet+inat,
squirrel family,sciuridae,ammospermophilus,ammospermophilus nelsoni,,inat,
squirrel family,sciuridae,atlantoxerus,atlantoxerus getulus,,inat,
squirrel family,sciuridae,belomys,belomys pearsonii,,inat,
squirrel family,sciuridae,biswamoyopterus,biswamoyopterus biswasi,,inat,
squirrel family,sciuridae,biswamoyopterus,biswamoyopterus gaoligongensis,,inat,
squirrel family,sciuridae,biswamoyopterus,biswamoyopterus laoensis,,inat,
squirrel family,sciuridae,callosciurus,callosciurus adamsi,,inat,
squirrel family,sciuridae,callosciurus,callosciurus albescens,,inat,
squirrel family,sciuridae,callosciurus,callosciurus baluensis,,inat,
squirrel family,sciuridae,callosciurus,callosciurus caniceps,grey-bellied squirrel,speciesnet+inat,
squirrel family,sciuridae,callosciurus,callosciurus concolor,,inat,
squirrel family,sciuridae,callosciurus,callosciurus erythraeus,pallas's squirrel,speciesnet+inat,
squirrel family,sciuridae,callosciurus,callosciurus finlaysonii,variable squirrel,speciesnet+inat,
squirrel family,sciuridae,callosciurus,callosciurus honkhoaiensis,,inat,
squirrel family,sciuridae,callosciurus,callosciurus inornatus,,inat,
squirrel family,sciuridae,callosciurus,callosciurus melanogaster,,inat,
squirrel family,sciuridae,callosciurus,callosciurus nigrovittatus,,inat,
squirrel family,sciuridae,callosciurus,callosciurus notatus,plantain squirrel,speciesnet+inat,
squirrel family,sciuridae,callosciurus,callosciurus orestes,,inat,
squirrel family,sciuridae,callosciurus,callosciurus phayrei,,inat,
squirrel family,sciuridae,callosciurus,callosciurus prevostii,prevost's squirrel,speciesnet+inat,
squirrel family,sciuridae,callosciurus,callosciurus pygerythrus,,inat,
squirrel family,sciuridae,callosciurus,callosciurus quinquestriatus,,inat,
squirrel family,sciuridae,callospermophilus,callospermophilus lateralis,golden mantled ground squirrel,speciesnet+inat,
squirrel family,sciuridae,callospermophilus,callospermophilus madrensis,,inat,
squirrel family,sciuridae,callospermophilus,callospermophilus saturatus,cascade golden-mantled ground squirrel,speciesnet+inat,
squirrel family,sciuridae,,cynomys gunnisoni,,inat,
squirrel family,sciuridae,cynomys,cynomys leucurus,white-tailed prairie dog,speciesnet+inat,
squirrel family,sciuridae,cynomys,cynomys ludovicianus,arizona black-tailed prairie dog,speciesnet+inat,
squirrel family,sciuridae,,cynomys mexicanus,,inat,
squirrel family,sciuridae,,cynomys parvidens,,inat,
squirrel family,sciuridae,dremomys,dremomys everetti,,inat,
squirrel family,sciuridae,dremomys,dremomys gularis,,inat,
squirrel family,sciuridae,dremomys,dremomys lokriah,,inat,
squirrel family,sciuridae,dremomys,dremomys ornatus,,inat,
squirrel family,sciuridae,dremomys,dremomys pernyi,perny's long-nosed squirrel,speciesnet+inat,
squirrel family,sciuridae,dremomys,dremomys pyrrhomerus,,inat,
squirrel family,sciuridae,dremomys,dremomys rufigenis,red-cheeked squirrel,speciesnet+inat,
squirrel family,sciuridae,eoglaucomys,eoglaucomys fimbriatus,,inat,
squirrel family,sciuridae,epixerus,epixerus ebii,,inat,
squirrel family,sciuridae,eupetaurus,eupetaurus cinereus,,inat,
squirrel family,sciuridae,eupetaurus,eupetaurus nivamons,,inat,
squirrel family,sciuridae,eupetaurus,eupetaurus tibetensis,,inat,
squirrel family,sciuridae,eutamias,eutamias sibiricus,siberian chipmunk,speciesnet+inat,
squirrel family,sciuridae,eutamias,eutamias umbrinus,,inat,
squirrel family,sciuridae,euxerus,euxerus erythropus,,inat,
squirrel family,sciuridae,exilisciurus,exilisciurus concinnus,,inat,
squirrel family,sciuridae,exilisciurus,exilisciurus exilis,,inat,
squirrel family,sciuridae,exilisciurus,exilisciurus whiteheadi,,inat,
squirrel family,sciuridae,,funambulus layardi,,inat,
squirrel family,sciuridae,,funambulus obscurus,,inat,
squirrel family,sciuridae,funambulus,funambulus palmarum,common palm squirrel,speciesnet+inat,
squirrel family,sciuridae,,funambulus pennantii,,inat,
squirrel family,sciuridae,,funambulus sublineatus,,inat,
squirrel family,sciuridae,,funambulus tristriatus,,inat,
squirrel family,sciuridae,funisciurus,funisciurus anerythrus,redness tree squirrel,speciesnet+inat,
squirrel family,sciuridae,funisciurus,funisciurus bayonii,,inat,
squirrel family,sciuridae,funisciurus,funisciurus carruthersi,carruther's mountain squirrel,speciesnet+inat,
squirrel family,sciuridae,funisciurus,funisciurus congicus,congo rope squirrel,speciesnet+inat,
squirrel family,sciuridae,funisciurus,funisciurus duchaillui,,inat,
squirrel family,sciuridae,funisciurus,funisciurus isabella,,inat,
squirrel family,sciuridae,funisciurus,funisciurus lemniscatus,ribboned rope squirrel,speciesnet+inat,
squirrel family,sciuridae,funisciurus,funisciurus leucogenys,orange headed tree squirrel,speciesnet+inat,
squirrel family,sciuridae,funisciurus,funisciurus pyrropus,fire-footed rope squirrel,speciesnet+inat,
squirrel family,sciuridae,funisciurus,funisciurus substriatus,,inat,
squirrel family,sciuridae,geosciurus,geosciurus inauris,,inat,
squirrel family,sciuridae,geosciurus,geosciurus princeps,,inat,
squirrel family,sciuridae,glaucomys,glaucomys oregonensis,,inat,
squirrel family,sciuridae,glaucomys,glaucomys sabrinus,carolina flying squirrel,speciesnet+inat,
squirrel family,sciuridae,glaucomys,glaucomys volans,mexican flying squirrel,speciesnet+inat,
squirrel family,sciuridae,glyphotes,glyphotes simus,,inat,
squirrel family,sciuridae,guerlinguetus,guerlinguetus brasiliensis,brazilian squirrel,speciesnet,
squirrel family,sciuridae,heliosciurus,heliosciurus gambianus,,inat,
squirrel family,sciuridae,heliosciurus,heliosciurus mutabilis,,inat,
squirrel family,sciuridae,heliosciurus,heliosciurus punctatus,,inat,
squirrel family,sciuridae,heliosciurus,heliosciurus rufobrachium,red-legged sun squirrel,speciesnet+inat,
squirrel family,sciuridae,heliosciurus,heliosciurus ruwenzorii,ruwenzori sun squirrel,speciesnet+inat,
squirrel family,sciuridae,heliosciurus,heliosciurus undulatus,,inat,
squirrel family,sciuridae,hylopetes,hylopetes alboniger,particolored flying squirrel,speciesnet+inat,
squirrel family,sciuridae,hylopetes,hylopetes bartelsi,,inat,
squirrel family,sciuridae,hylopetes,hylopetes electilis,,inat,
squirrel family,sciuridae,hylopetes,hylopetes lepidus,,inat,
squirrel family,sciuridae,hylopetes,hylopetes nigripes,,inat,
squirrel family,sciuridae,hylopetes,hylopetes phayrei,,inat,
squirrel family,sciuridae,hylopetes,hylopetes platyurus,,inat,
squirrel family,sciuridae,hylopetes,hylopetes sagitta,,inat,
squirrel family,sciuridae,hylopetes,hylopetes sipora,,inat,
squirrel family,sciuridae,hylopetes,hylopetes spadiceus,,inat,
squirrel family,sciuridae,hylopetes,hylopetes winstoni,,inat,
squirrel family,sciuridae,hyosciurus,hyosciurus heinrichi,,inat,
squirrel family,sciuridae,hyosciurus,hyosciurus ileile,,inat,
squirrel family,sciuridae,ictidomys,ictidomys mexicanus,mexican ground squirrel,speciesnet+inat,
squirrel family,sciuridae,ictidomys,ictidomys parvidens,,inat,
squirrel family,sciuridae,ictidomys,ictidomys tridecemlineatus,,inat,
squirrel family,sciuridae,iomys,iomys horsfieldii,,inat,
squirrel family,sciuridae,iomys,iomys sipora,,inat,
squirrel family,sciuridae,lariscus,lariscus hosei,,inat,
squirrel family,sciuridae,lariscus,lariscus insignis,three-striped ground squirrel,speciesnet+inat,
