family_label,family_scientific,genus_scientific,species_scientific,species_common_name,source,inat_observation_count
cricetidae family,cricetidae,abrawayaomys,abrawayaomys ruschii,,inat,
cricetidae family,cricetidae,,abrothrix andina,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix andinus,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix hershkovitzi,,inat,
cricetidae family,cricetidae,,abrothrix hirta,,inat,
cricetidae family,cricetidae,,abrothrix illutea,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix illuteus,,inat,
cricetidae family,cricetidae,,abrothrix jelskii,,inat,
cricetidae family,cricetidae,,abrothrix lanosa,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix lanosus,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix longipilis,,speciesnet+inat,
cricetidae family,cricetidae,,abrothrix manni,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix markhami,,inat,
cricetidae family,cricetidae,,abrothrix olivacea,,inat,
cricetidae family,cricetidae,abrothrix,abrothrix olivaceus,,inat,
cricetidae family,cricetidae,,abrothrix sanborni,,inat,
cricetidae family,cricetidae,aegialomys,aegialomys baroni,,inat,
cricetidae family,cricetidae,aegialomys,aegialomys galapagoensis,,inat,
cricetidae family,cricetidae,aegialomys,aegialomys ica,,inat,
cricetidae family,cricetidae,aegialomys,aegialomys xanthaeolus,,speciesnet+inat,
cricetidae family,cricetidae,aepeomys,aepeomys lugens,,inat,
cricetidae family,cricetidae,aepeomys,aepeomys reigi,,inat,
cricetidae family,cricetidae,akodon,akodon aerosus,,inat,
cricetidae family,cricetidae,akodon,akodon affinis,,inat,
cricetidae family,cricetidae,akodon,akodon albiventer,,inat,
cricetidae family,cricetidae,akodon,akodon aliquantulus,,inat,
cricetidae family,cricetidae,akodon,akodon azarae,,inat,
cricetidae family,cricetidae,akodon,akodon baliolus,,inat,
cricetidae family,cricetidae,akodon,akodon bogotensis,,inat,
cricetidae family,cricetidae,akodon,akodon boliviensis,,inat,
cricetidae family,cricetidae,akodon,akodon budini,,inat,
cricetidae family,cricetidae,akodon,akodon caenosus,,inat,
cricetidae family,cricetidae,akodon,akodon cursor,,inat,
cricetidae family,cricetidae,akodon,akodon dayi,,inat,
cricetidae family,cricetidae,akodon,akodon diauarum,,inat,
cricetidae family,cricetidae,akodon,akodon dolores,,inat,
cricetidae family,cricetidae,akodon,akodon fumeus,,inat,
cricetidae family,cricetidae,akodon,akodon iniscatus,,inat,
cricetidae family,cricetidae,akodon,akodon josemariarguedasi,,inat,
cricetidae family,cricetidae,akodon,akodon juninensis,,inat,
cricetidae family,cricetidae,akodon,akodon kadiweu,,inat,
cricetidae family,cricetidae,akodon,akodon kofordi,,inat,
cricetidae family,cricetidae,akodon,akodon kotosh,,inat,
cricetidae family,cricetidae,akodon,akodon latebricola,,inat,
cricetidae family,cricetidae,akodon,akodon leucolimnaeus,,inat,
cricetidae family,cricetidae,akodon,akodon lindberghi,,inat,
cricetidae family,cricetidae,akodon,akodon lutescens,,inat,
cricetidae family,cricetidae,akodon,akodon mimus,,inat,
cricetidae family,cricetidae,akodon,akodon molinae,,inat,
cricetidae family,cricetidae,akodon,akodon mollis,,inat,
cricetidae family,cricetidae,akodon,akodon montensis,,inat,
cricetidae family,cricetidae,akodon,akodon mystax,,inat,
cricetidae family,cricetidae,akodon,akodon neocenus,,inat,
cricetidae family,cricetidae,akodon,akodon oenos,,speciesnet+inat,
cricetidae family,cricetidae,akodon,akodon orophilus,,inat,
cricetidae family,cricetidae,akodon,akodon paranaensis,,inat,
cricetidae family,cricetidae,akodon,akodon pervalens,,inat,
cricetidae family,cricetidae,akodon,akodon philipmyersi,,inat,
cricetidae family,cricetidae,akodon,akodon polopi,,inat,
cricetidae family,cricetidae,akodon,akodon reigi,,inat,
cricetidae family,cricetidae,akodon,akodon sanctipaulensis,,inat,
cricetidae family,cricetidae,akodon,akodon serrensis,,inat,
cricetidae family,cricetidae,akodon,akodon siberiae,,inat,
cricetidae family,cricetidae,akodon,akodon simulator,,inat,
cricetidae family,cricetidae,akodon,akodon spegazzinii,,inat,
cricetidae family,cricetidae,akodon,akodon subfuscus,,inat,
cricetidae family,cricetidae,akodon,akodon surdus,,inat,
cricetidae family,cricetidae,akodon,akodon sylvanus,,inat,
cricetidae family,cricetidae,akodon,akodon toba,,inat,
cricetidae family,cricetidae,akodon,akodon torques,,inat,
cricetidae family,cricetidae,akodon,akodon varius,,inat,
cricetidae family,cricetidae,,alexandromys alpinus,,inat,
cricetidae family,cricetidae,,alexandromys evoronensis,,inat,
cricetidae family,cricetidae,,alexandromys fortis,,inat,
cricetidae family,cricetidae,,alexandromys kikuchii,,inat,
cricetidae family,cricetidae,,alexandromys limnophilus,,inat,
cricetidae family,cricetidae,,alexandromys maximowiczii,,inat,
cricetidae family,cricetidae,,alexandromys middendorffii,,inat,
cricetidae family,cricetidae,,alexandromys mongolicus,,inat,
cricetidae family,cricetidae,alexandromys,alexandromys montebelli,,inat,
cricetidae family,cricetidae,,alexandromys mujanensis,,inat,
cricetidae family,cricetidae,,alexandromys oeconomus,,inat,
cricetidae family,cricetidae,,alexandromys sachalinensis,,inat,
cricetidae family,cricetidae,,alexandromys shantaricus,,inat,
cricetidae family,cricetidae,allocricetulus,allocricetulus curtatus,,inat,
cricetidae family,cricetidae,allocricetulus,allocricetulus eversmanni,,inat,
cricetidae family,cricetidae,,alticola albicauda,,inat,
cricetidae family,cricetidae,,alticola argentatus,,inat,
cricetidae family,cricetidae,,alticola barakshin,,inat,
cricetidae family,cricetidae,,alticola kohistanicus,,inat,
cricetidae family,cricetidae,,alticola lemminus,,inat,
cricetidae family,cricetidae,,alticola macrotis,,inat,
cricetidae family,cricetidae,,alticola montosus,,inat,
cricetidae family,cricetidae,,alticola olchonensis,,inat,
cricetidae family,cricetidae,,alticola parvidens,,inat,
cricetidae family,cricetidae,,alticola roylei,,inat,
cricetidae family,cricetidae,,alticola semicanus,,inat,
cricetidae family,cricetidae,,alticola stoliczkanus,,inat,
cricetidae family,cricetidae,,alticola strelzovi,,inat,
cricetidae family,cricetidae,,alticola tuvinicus,,inat,
cricetidae family,cricetidae,amphinectomys,amphinectomys savamis,,inat,
cricetidae family,cricetidae,andalgalomys,andalgalomys olrogi,,inat,
cricetidae family,cricetidae,andalgalomys,andalgalomys pearsoni,,inat,
cricetidae family,cricetidae,andinomys,andinomys edax,,inat,
cricetidae family,cricetidae,anotomys,anotomys leander,,inat,
cricetidae family,cricetidae,,anteliomys chinensis,,inat,
cricetidae family,cricetidae,,anteliomys custos,,inat,
cricetidae family,cricetidae,,anteliomys hintoni,,inat,
cricetidae family,cricetidae,,anteliomys olitor,,inat,
cricetidae family,cricetidae,,anteliomys proditor,,inat,
cricetidae family,cricetidae,,anteliomys tarquinius,,inat,
cricetidae family,cricetidae,,anteliomys wardi,,inat,
cricetidae family,cricetidae,antillomys,antillomys rayi,,inat,
cricetidae family,cricetidae,arborimus,arborimus albipes,,inat,
cricetidae family,cricetidae,arborimus,arborimus longicaudus,,inat,
cricetidae family,cricetidae,arborimus,arborimus pomo,,inat,
cricetidae family,cricetidae,arvicola,arvicola amphibius,,inat,
cricetidae family,cricetidae,arvicola,arvicola italicus,,inat,
cricetidae family,cricetidae,arvicola,arvicola persicus,,inat,
cricetidae family,cricetidae,arvicola,arvicola sapidus,,inat,
cricetidae family,cricetidae,arvicola,arvicola scherman,,inat,
cricetidae family,cricetidae,arvicola,arvicola terrestris,,inat,
cricetidae family,cricetidae,auliscomys,auliscomys boliviensis,,inat,
cricetidae family,cricetidae,auliscomys,auliscomys pictus,,inat,
cricetidae family,cricetidae,auliscomys,auliscomys sublimis,,inat,
cricetidae family,cricetidae,baiomys,baiomys brunneus,,inat,
cricetidae family,cricetidae,baiomys,baiomys musculus,,inat,
cricetidae family,cricetidae,baiomys,baiomys taylori,,inat,
cricetidae family,cricetidae,bibimys,bibimys chacoensis,,inat,
cricetidae family,cricetidae,bibimys,bibimys labiosus,,inat,
cricetidae family,cricetidae,bibimys,bibimys torresi,,inat,
cricetidae family,cricetidae,blanfordimys,blanfordimys afghanus,,inat,
cricetidae family,cricetidae,blanfordimys,blanfordimys bucharensis,,inat,
cricetidae family,cricetidae,blarinomys,blarinomys breviceps,,inat,
cricetidae family,cricetidae,bramus,bramus fuscocapillus,,inat,
cricetidae family,cricetidae,bramus,bramus lutescens,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius albinasus,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius griserufescens,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius guarani,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius igniventris,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius iheringi,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius misionensis,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius nebulosus,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius paradisus,,inat,
cricetidae family,cricetidae,brucepattersonius,brucepattersonius soricinus,,inat,
cricetidae family,cricetidae,calassomys,calassomys apicalis,,inat,
cricetidae family,cricetidae,calomys,calomys achaku,,inat,
cricetidae family,cricetidae,calomys,calomys boliviae,,inat,
cricetidae family,cricetidae,calomys,calomys callidus,,inat,
cricetidae family,cricetidae,calomys,calomys callosus,,inat,
cricetidae family,cricetidae,calomys,calomys cerqueirai,,inat,
cricetidae family,cricetidae,calomys,calomys chinchilico,,inat,
cricetidae family,cricetidae,calomys,calomys expulsus,,inat,
cricetidae family,cricetidae,calomys,calomys fecundus,,inat,
cricetidae family,cricetidae,calomys,calomys frida,,inat,
cricetidae family,cricetidae,calomys,calomys hummelincki,,inat,
cricetidae family,cricetidae,calomys,calomys laucha,,inat,
cricetidae family,cricetidae,calomys,calomys lepidus,,inat,
cricetidae family,cricetidae,calomys,calomys mattevii,,inat,
cricetidae family,cricetidae,calomys,calomys miurus,,inat,
cricetidae family,cricetidae,calomys,calomys musculinus,,inat,
cricetidae family,cricetidae,calomys,calomys sorella,,inat,
cricetidae family,cricetidae,calomys,calomys sorellus,,inat,
cricetidae family,cricetidae,calomys,calomys tener,,inat,
cricetidae family,cricetidae,calomys,calomys tocantinsi,,inat,
cricetidae family,cricetidae,calomys,calomys venustus,,inat,
cricetidae family,cricetidae,cansumys,cansumys canus,,inat,
cricetidae family,cricetidae,caryomys,caryomys eva,,inat,
cricetidae family,cricetidae,caryomys,caryomys inez,,inat,
cricetidae family,cricetidae,castoria,castoria angustidens,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys akroai,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys andersoni,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys goytaca,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys langguthi,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys maracajuensis,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys marinhus,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys scotti,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys subflavus,,inat,
cricetidae family,cricetidae,cerradomys,cerradomys vivoi,,inat,
cricetidae family,cricetidae,chelemys,chelemys delfini,,inat,
cricetidae family,cricetidae,chelemys,chelemys macronyx,,inat,
cricetidae family,cricetidae,chelemys,chelemys megalonyx,,inat,
cricetidae family,cricetidae,chibchanomys,chibchanomys orcesi,,inat,
cricetidae family,cricetidae,chibchanomys,chibchanomys trichotis,,inat,
cricetidae family,cricetidae,chilomys,chilomys carapazi,,inat,
cricetidae family,cricetidae,chilomys,chilomys georgeledecii,,inat,
cricetidae family,cricetidae,chilomys,chilomys instans,,inat,
cricetidae family,cricetidae,chilomys,chilomys neisi,,inat,
cricetidae family,cricetidae,chilomys,chilomys percequilloi,,inat,
cricetidae family,cricetidae,chilomys,chilomys weksleri,,inat,
cricetidae family,cricetidae,chinchillula,chinchillula sahamae,,inat,
cricetidae family,cricetidae,,chionomys gud,,inat,
cricetidae family,cricetidae,,chionomys lasistanius,,inat,
cricetidae family,cricetidae,,chionomys nivalis,,inat,
cricetidae family,cricetidae,,chionomys roberti,,inat,
cricetidae family,cricetidae,,chionomys stekolnikovi,,inat,
cricetidae family,cricetidae,,chionomys syriacus,,inat,
cricetidae family,cricetidae,clethrionomys,clethrionomys californicus,,inat,
cricetidae family,cricetidae,clethrionomys,clethrionomys centralis,,inat,
cricetidae family,cricetidae,clethrionomys,clethrionomys gapperi,,inat,
cricetidae family,cricetidae,clethrionomys,clethrionomys glareolus,,inat,
cricetidae family,cricetidae,clethrionomys,clethrionomys rutilus,,inat,
cricetidae family,cricetidae,cordimus,cordimus hooijeri,,inat,
cricetidae family,cricetidae,,craseomys andersoni,,inat,
cricetidae family,cricetidae,craseomys,craseomys imaizumii,,inat,
cricetidae family,cricetidae,,craseomys regulus,,inat,
cricetidae family,cricetidae,,craseomys rex,,inat,
cricetidae family,cricetidae,,craseomys rufocanus,,inat,
cricetidae family,cricetidae,,craseomys smithii,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus alticola,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus barabensis,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus kamensis,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus lama,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus longicaudatus,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus migratorius,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus sokolovi,,inat,
cricetidae family,cricetidae,cricetulus,cricetulus tibetanus,,inat,
cricetidae family,cricetidae,cricetus,cricetus cricetus,,inat,
cricetidae family,cricetidae,daptomys,daptomys ferreirai,,inat,
cricetidae family,cricetidae,daptomys,daptomys mussoi,,inat,
cricetidae family,cricetidae,daptomys,daptomys oyapocki,,inat,
cricetidae family,cricetidae,daptomys,daptomys peruviensis,,inat,
cricetidae family,cricetidae,daptomys,daptomys venezuelae,,inat,
cricetidae family,cricetidae,delomys,delomys altimontanus,,inat,
cricetidae family,cricetidae,delomys,delomys collinus,,inat,
cricetidae family,cricetidae,delomys,delomys dorsalis,,inat,
cricetidae family,cricetidae,delomys,delomys sublineatus,,inat,
cricetidae family,cricetidae,deltamys,deltamys araucaria,,inat,
cricetidae family,cricetidae,deltamys,deltamys kempi,,inat,
cricetidae family,cricetidae,,dicrostonyx groenlandicus,,inat,
cricetidae family,cricetidae,,dicrostonyx hudsonius,,inat,
cricetidae family,cricetidae,,dicrostonyx nelsoni,,inat,
cricetidae family,cricetidae,,dicrostonyx nunatakensis,,inat,
cricetidae family,cricetidae,,dicrostonyx richardsoni,,inat,
cricetidae family,cricetidae,,dicrostonyx torquatus,,inat,
cricetidae family,cricetidae,,dicrostonyx unalascensis,,inat,
cricetidae family,cricetidae,,dicrostonyx vinogradovi,,inat,
cricetidae family,cricetidae,dinaromys,dinaromys bogdanovi,,inat,
cricetidae family,cricetidae,dinaromys,dinaromys longipedis,,inat,
cricetidae family,cricetidae,drymoreomys,drymoreomys albimaculatus,,inat,
cricetidae family,cricetidae,eligmodontia,eligmodontia dunaris,,inat,
cricetidae family,cricetidae,eligmodontia,eligmodontia moreni,,inat,
cricetidae family,cricetidae,eligmodontia,eligmodontia morgani,,inat,
cricetidae family,cricetidae,eligmodontia,eligmodontia puerulus,,inat,
cricetidae family,cricetidae,eligmodontia,eligmodontia typus,,inat,
cricetidae family,cricetidae,ellobius,ellobius alaicus,,inat,
cricetidae family,cricetidae,ellobius,ellobius fuscocapillus,,inat,
cricetidae family,cricetidae,ellobius,ellobius lutescens,,inat,
cricetidae family,cricetidae,ellobius,ellobius talpinus,,inat,
cricetidae family,cricetidae,ellobius,ellobius tancrei,,inat,
cricetidae family,cricetidae,eolagurus,eolagurus luteus,,inat,
cricetidae family,cricetidae,eolagurus,eolagurus przewalskii,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys cachinus,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys chinensis,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys colurnus,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys custos,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys eleusis,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys hintoni,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys melanogaster,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys miletus,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys olitor,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys proditor,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys tarquinius,,inat,
cricetidae family,cricetidae,eothenomys,eothenomys wardi,,inat,
cricetidae family,cricetidae,eremoryzomys,eremoryzomys mesocaudis,,inat,
cricetidae family,cricetidae,eremoryzomys,eremoryzomys polius,,inat,
cricetidae family,cricetidae,euneomys,euneomys chinchilloides,,inat,
cricetidae family,cricetidae,euneomys,euneomys fossor,,inat,
cricetidae family,cricetidae,euneomys,euneomys mordax,,inat,
cricetidae family,cricetidae,euneomys,euneomys petersoni,,inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys cerqueirai,,inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys emmonsae,,inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys lamia,,inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys legatus,,inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys macconnelli,,inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys nitidus,elegant rice rat,speciesnet+inat,
cricetidae family,cricetidae,euryoryzomys,euryoryzomys russatus,,inat,
cricetidae family,cricetidae,galenomys,galenomys garleppii,,inat,
cricetidae family,cricetidae,geoxus,geoxus annectens,,inat,
cricetidae family,cricetidae,geoxus,geoxus lafkenche,,inat,
cricetidae family,cricetidae,geoxus,geoxus michaelseni,,speciesnet+inat,
cricetidae family,cricetidae,geoxus,geoxus valdivianus,,inat,
cricetidae family,cricetidae,graomys,graomys centralis,,inat,
cricetidae family,cricetidae,graomys,graomys chacoensis,,inat,
cricetidae family,cricetidae,graomys,graomys domorum,,inat,
cricetidae family,cricetidae,graomys,graomys edithae,,inat,
cricetidae family,cricetidae,graomys,graomys griseoflavus,,inat,
cricetidae family,cricetidae,gyldenstolpia,gyldenstolpia fronto,,inat,
cricetidae family,cricetidae,gyldenstolpia,gyldenstolpia planaltensis,,inat,
cricetidae family,cricetidae,habromys,habromys chinanteco,,inat,
cricetidae family,cricetidae,habromys,habromys delicatulus,,inat,
cricetidae family,cricetidae,habromys,habromys ixtlani,,inat,
cricetidae family,cricetidae,habromys,habromys lepturus,,inat,
cricetidae family,cricetidae,habromys,habromys lophurus,,inat,
cricetidae family,cricetidae,habromys,habromys schmidlyi,,inat,
cricetidae family,cricetidae,habromys,habromys simulatus,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys alfaroi,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys chapmani,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys fuscatus,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys guerrerensis,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys intectus,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys melanotis,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys rhabdops,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys rostratus,,inat,
cricetidae family,cricetidae,handleyomys,handleyomys saturatior,,inat,
cricetidae family,cricetidae,hodomys,hodomys alleni,,inat,
cricetidae family,cricetidae,holochilus,holochilus brasiliensis,,inat,
cricetidae family,cricetidae,holochilus,holochilus chacarius,,inat,
cricetidae family,cricetidae,holochilus,holochilus lagigliai,,inat,
cricetidae family,cricetidae,holochilus,holochilus nanus,,inat,
cricetidae family,cricetidae,holochilus,holochilus oxe,,inat,
cricetidae family,cricetidae,holochilus,holochilus sciureus,,inat,
cricetidae family,cricetidae,holochilus,holochilus venezuelae,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys acritus,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys laticeps,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys megacephalus,azara's broad-headed oryzomys,speciesnet+inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys oniscus,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys perenensis,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys seuanezi,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys tatei,,inat,
cricetidae family,cricetidae,hylaeamys,hylaeamys yunganus,,inat,
cricetidae family,cricetidae,hyperacrius,hyperacrius fertilis,,inat,
cricetidae family,cricetidae,hyperacrius,hyperacrius wynnei,,inat,
cricetidae family,cricetidae,ichthyomys,ichthyomys hydrobates,,inat,
cricetidae family,cricetidae,ichthyomys,ichthyomys orientalis,,inat,
cricetidae family,cricetidae,ichthyomys,ichthyomys pinei,,inat,
cricetidae family,cricetidae,ichthyomys,ichthyomys pittieri,,inat,
cricetidae family,cricetidae,ichthyomys,ichthyomys stolzmanni,,inat,
cricetidae family,cricetidae,ichthyomys,ichthyomys tweedii,,inat,
cricetidae family,cricetidae,incanomys,incanomys mayopuma,,inat,
cricetidae family,cricetidae,irenomys,irenomys tarsalis,,inat,
cricetidae family,cricetidae,isthmomys,isthmomys flavidus,,inat,
cricetidae family,cricetidae,isthmomys,isthmomys pirrensis,,inat,
cricetidae family,cricetidae,juliomys,juliomys ossitenuis,,inat,
cricetidae family,cricetidae,juliomys,juliomys pictipes,,inat,
cricetidae family,cricetidae,juliomys,juliomys rimofrons,,inat,
cricetidae family,cricetidae,juliomys,juliomys ximenezi,,inat,
cricetidae family,cricetidae,juscelinomys,juscelinomys candango,,inat,
cricetidae family,cricetidae,juscelinomys,juscelinomys guaporensis,,inat,
cricetidae family,cricetidae,juscelinomys,juscelinomys huanchacae,,inat,
cricetidae family,cricetidae,kunsia,kunsia fronto,,inat,
cricetidae family,cricetidae,kunsia,kunsia tomentosus,,inat,
cricetidae family,cricetidae,lagurus,lagurus lagurus,,inat,
cricetidae family,cricetidae,,lasiopodomys brandtii,,inat,
cricetidae family,cricetidae,lasiopodomys,lasiopodomys fuscus,,inat,
cricetidae family,cricetidae,,lasiopodomys mandarinus,,inat,
cricetidae family,cricetidae,lemmiscus,lemmiscus curtatus,,inat,
cricetidae family,cricetidae,lemmus,lemmus amurensis,,inat,
cricetidae family,cricetidae,lemmus,lemmus lemmus,,inat,
cricetidae family,cricetidae,lemmus,lemmus nigripes,,inat,
cricetidae family,cricetidae,lemmus,lemmus novosibiricus,,inat,
cricetidae family,cricetidae,lemmus,lemmus portenkoi,,inat,
cricetidae family,cricetidae,lemmus,lemmus sibiricus,,inat,
cricetidae family,cricetidae,lemmus,lemmus trimucronatus,,inat,
cricetidae family,cricetidae,lenoxus,lenoxus apicalis,,inat,
cricetidae family,cricetidae,lophiomys,lophiomys imhausi,crested rat,speciesnet,
cricetidae family,cricetidae,loxodontomys,loxodontomys micropus,,inat,
cricetidae family,cricetidae,loxodontomys,loxodontomys pikumche,,inat,
cricetidae family,cricetidae,lundomys,lundomys molitor,,inat,
cricetidae family,cricetidae,megadontomys,megadontomys cryophilus,,inat,
cricetidae family,cricetidae,megadontomys,megadontomys nelsoni,,inat,
cricetidae family,cricetidae,megadontomys,megadontomys thomasi,,inat,
cricetidae family,cricetidae,megalomys,megalomys camerhogne,,inat,
cricetidae family,cricetidae,megalomys,megalomys desmarestii,,inat,
cricetidae family,cricetidae,megalomys,megalomys georginae,,inat,
cricetidae family,cricetidae,megalomys,megalomys luciae,,inat,
cricetidae family,cricetidae,megaoryzomys,megaoryzomys curioi,,inat,
cricetidae family,cricetidae,melanomys,melanomys caliginosus,,inat,
cricetidae family,cricetidae,melanomys,melanomys chrysomelas,,inat,
cricetidae family,cricetidae,melanomys,melanomys columbianus,,inat,
cricetidae family,cricetidae,melanomys,melanomys idoneus,,inat,
cricetidae family,cricetidae,melanomys,melanomys robustulus,,inat,
cricetidae family,cricetidae,melanomys,melanomys zunigae,,inat,
cricetidae family,cricetidae,mesocricetus,mesocricetus auratus,,inat,
cricetidae family,cricetidae,mesocricetus,mesocricetus brandti,,inat,
cricetidae family,cricetidae,mesocricetus,mesocricetus newtoni,,inat,
cricetidae family,cricetidae,mesocricetus,mesocricetus raddei,,inat,
cricetidae family,cricetidae,microakodontomys,microakodontomys transitorius,,inat,
cricetidae family,cricetidae,microryzomys,microryzomys altissimus,,inat,
cricetidae family,cricetidae,microryzomys,microryzomys minutus,,inat,
cricetidae family,cricetidae,,microtus abbreviatus,,inat,
cricetidae family,cricetidae,,microtus afghanus,,inat,
cricetidae family,cricetidae,,microtus agrestis,,inat,
cricetidae family,cricetidae,,microtus anatolicus,,inat,
cricetidae family,cricetidae,microtus,microtus arvalis,common vole,speciesnet+inat,
cricetidae family,cricetidae,,microtus bavaricus,,inat,
cricetidae family,cricetidae,,microtus brachycercus,,inat,
cricetidae family,cricetidae,microtus,microtus breweri,,inat,
cricetidae family,cricetidae,,microtus bucharensis,,inat,
cricetidae family,cricetidae,,microtus cabrerae,,inat,
cricetidae family,cricetidae,,microtus californicus,,inat,
cricetidae family,cricetidae,,microtus canicaudus,,inat,
cricetidae family,cricetidae,,microtus chrotorrhinus,,inat,
cricetidae family,cricetidae,microtus,microtus clarkei,,inat,
cricetidae family,cricetidae,,microtus daghestanicus,,inat,
cricetidae family,cricetidae,,microtus dogramacii,,inat,
cricetidae family,cricetidae,,microtus drummondii,,inat,
cricetidae family,cricetidae,,microtus dukecampbelli,,inat,
cricetidae family,cricetidae,,microtus duodecimcostatus,,inat,
cricetidae family,cricetidae,microtus,microtus elbeyli,,inat,
cricetidae family,cricetidae,microtus,microtus evoronensis,,inat,
cricetidae family,cricetidae,,microtus felteni,,inat,
cricetidae family,cricetidae,,microtus fingeri,,inat,
cricetidae family,cricetidae,microtus,microtus fortis,,inat,
cricetidae family,cricetidae,microtus,microtus gerbii,,inat,
cricetidae family,cricetidae,microtus,microtus gregalis,,inat,
cricetidae family,cricetidae,,microtus guatemalensis,,inat,
cricetidae family,cricetidae,,microtus guentheri,,inat,
cricetidae family,cricetidae,,microtus hartingi,,inat,
cricetidae family,cricetidae,microtus,microtus henseli,,inat,
cricetidae family,cricetidae,microtus,microtus hyperboreus,,inat,
cricetidae family,cricetidae,,microtus ilaeus,,inat,
cricetidae family,cricetidae,,microtus irani,,inat,
cricetidae family,cricetidae,,microtus kermanensis,,inat,
cricetidae family,cricetidae,microtus,microtus kikuchii,,inat,
cricetidae family,cricetidae,,microtus lavernedii,,inat,
cricetidae family,cricetidae,microtus,microtus levis,,inat,
cricetidae family,cricetidae,,microtus liechtensteini,,inat,
cricetidae family,cricetidae,microtus,microtus limnophilus,,inat,
cricetidae family,cricetidae,,microtus longicaudus,,inat,
cricetidae family,cricetidae,,microtus lusitanicus,,inat,
cricetidae family,cricetidae,,microtus majori,,inat,
cricetidae family,cricetidae,microtus,microtus maximowiczii,,inat,
cricetidae family,cricetidae,,microtus mexicanus,,inat,
cricetidae family,cricetidae,microtus,microtus middendorffii,,inat,
cricetidae family,cricetidae,,microtus miurus,,inat,
cricetidae family,cricetidae,microtus,microtus mogollonensis,,speciesnet+inat,
cricetidae family,cricetidae,microtus,microtus mongolicus,,inat,
cricetidae family,cricetidae,,microtus montanus,,inat,
cricetidae family,cricetidae,microtus,microtus montebelli,,inat,
cricetidae family,cricetidae,microtus,microtus mujanensis,,inat,
cricetidae family,cricetidae,,microtus multiplex,,inat,
cricetidae family,cricetidae,,microtus mustersi,,inat,
cricetidae family,cricetidae,,microtus mystacinus,,inat,
cricetidae family,cricetidae,microtus,microtus nasarovi,,inat,
